  -4000   4433
  -5500   5467
  -6170   5667
  -7667   6500
  -8413   6653
 -12763   8545
 -16879  12917
 -17500  14000
 -19500  15800
 -21688  17580
 -25807  19857
 -30471  23497
 -33245  23683
 -37017  24431
 -41424  25268
 -43960  25629
 -49037  26184
 -53643  27168
 -55883  26883
 -59333  26667
 -60833  26000
 -61500  25700
